Metric,Parameter,ST_Initial,ST_Final,Delta_ST
PAP_min,R.PCOX,0.190829191788874,0.249780306602404,0.0589511148135291
PAP_min,E.LV.EB,0.103013201729602,0.102996180383494,-1.70213461076901e-05
PAP_min,R.SVEN,0.122657973469887,0.0986596743852874,-0.0239982990846
PAP_min,C.PVEN,0.260930064385441,0.0489890561845363,-0.211941008200904
PAP_min,C.PAR,0.0205055737123973,0.042929362693951,0.0224237889815537
PAP_min,R.SC,0.0249574981677085,0.0388193503961695,0.013861852228461
PAP_min,C.SAR,0.0201236728890268,0.0362059524089673,0.0160822795199405
PAP_min,R.PVEN,0.00381291124624339,0.0204144161584552,0.0166015049122118
PAP_min,E.RV.EB,0.00643107283720385,0.019426584228614,0.0129955113914102
PAP_min,E.LV.EA,0.00776813899615051,0.0136276859657542,0.00585954696960368
PAP_min,R.PAR,0.00238838474650794,0.00744490382848272,0.00505651908197478
PAP_min,E.RV.EA,0.00677203283373326,0.00570775874892109,-0.00106427408481218
PAP_min,vsd.Cd,0.00721553735093823,0.003569154794464,-0.00364638255647423
PAP_min,E.RA.EA,0.00282462769372715,0.00325566991715513,0.000431042223427978
PAP_min,R.SAR,0,0.00179075403820979,0.00179075403820979
PAP_min,E.LA.EA,0,0.00113158873238829,0.00113158873238829
PAP_min,V0.LV,9.14235969596847e-06,0.00110578410376918,0.00109664174407321
PAP_min,V0.RA,0.00249298320206497,0.000678558330366832,-0.00181442487169814
PAP_min,V0.RV,0,0.00031398038770293,0.00031398038770293
PAP_min,V0.LA,0.0011894787193928,0.000296031364012981,-0.000893447355379823
PVP_mean,C.SVEN,0.23416413889121,0.333014590718192,0.098850451826982
PVP_mean,E.LV.EB,0.28483065263889,0.326686501612274,0.0418558489733842
PVP_mean,R.SVEN,0.114595314307991,0.0966994340987873,-0.0178958802092036
PVP_mean,C.PVEN,0.322227031122954,0.0722580001405847,-0.249969030982369
PVP_mean,R.PVEN,0.0197779776172224,0.0651472397529412,0.0453692621357188
PVP_mean,E.LV.EA,0.0215498743800368,0.0444499951018993,0.0229001207218625
PVP_mean,C.SAR,0.0155279856365457,0.0391527313028021,0.0236247456662564
PVP_mean,E.RV.EB,0.0134224283804964,0.0271231567636613,0.0137007283831649
PVP_mean,R.SC,0.010441250755903,0.0169519299527739,0.00651067919687097
PVP_mean,E.RV.EA,0.000804932050062511,0.00170126617772815,0.000896334127665637
PVP_mean,vsd.Cd,0.00159565994950288,0.00169621251605148,0.000100552566548596
PVP_mean,E.RA.EA,0.00228650343398234,0.00151197602425163,-0.000774527409730711
PVP_mean,V0.RA,0.00276682611668338,0.00114909194874769,-0.00161773416793569
PVP_mean,E.LA.EA,8.5500474218812e-05,0.00089517624512499,0.000809675770906178
PVP_mean,R.PCOX,0.000888998979216422,0.000807379916852281,-8.1619062364141e-05
PVP_mean,C.PAR,0.00386297412124761,0.000688741540443517,-0.00317423258080409
PVP_mean,V0.LA,0.00143282385163225,0.00036288407550394,-0.00106993977612831
PVP_mean,V0.LV,1.35493529563597e-05,1.24957494391591e-05,-1.05360351720059e-06
PVP_mean,R.PAR,0.00204864885570346,0,-0.00204864885570346
PVP_mean,R.SAR,0,0,0
PVP_mean,V0.RV,0,0,0
PVR,R.PCOX,0.837165948669181,0.850676157901151,0.0135102092319693
PVR,R.PVEN,0.109151542891286,0.116589463840555,0.00743792094926866
PVR,R.PAR,0.0235586108965025,0.0245365748607138,0.000977963964211227
PVR,C.SVEN,0.00185290332397922,0.00315731144140832,0.0013044081174291
PVR,R.SVEN,0.00181481334695342,0.00213927080002742,0.000324457453073993
PVR,R.SC,0.000437078164781958,0.00168087669403016,0.0012437985292482
PVR,C.SAR,0.001432762461951,0.00166848315386634,0.000235720691915334
PVR,E.LV.EB,0.0124223069236882,0.000689746146949687,-0.0117325607767385
PVR,C.PVEN,0.0151523769284545,0.000288659210894292,-0.0148637177175602
PVR,C.PAR,0.000236238685422769,0.000236857100877056,6.1841545428656e-07
PVR,E.RA.EA,0,0.000236857100877056,0.000236857100877056
PVR,V0.RA,0.00019969257022855,0.000114760972708687,-8.49315975198621e-05
PVR,E.RV.EB,0.000774931160108971,0,-0.000774931160108971
PVR,V0.RV,0.000591544304303752,0,-0.000591544304303752
PVR,E.LV.EA,0.000362853428787428,0,-0.000362853428787428
PVR,E.RV.EA,0.000336290752723931,0,-0.000336290752723931
PVR,R.SAR,0.000242229330153893,0,-0.000242229330153893
PVR,V0.LV,0.000198217338019378,0,-0.000198217338019378
PVR,V0.LA,0.000198217338019378,0,-0.000198217338019378
