chi2,n_obs,n_skipped,n_parameters,dof,chi2_per_obs,chi2_reduced,interpretation,dof_note,worst_metric,worst_z
7.05853652577252,9,0,12,-3,0.784281836196947,NaN,consistent_but_underdetermined,over_parameterised,PAP_min,2.14488687660971
