ArmId,ArmLabel,Repeat,ScalingMode,HistoricalSeedsDisabled,ExpectedSeedPolicy,GsaN,MaxFunctionEvaluations,MaxIterations,Status,PrimaryRMSE,FullRMSE,HardRMSE,SoftRMSE,BaselinePrimaryRMSE,GovernedWithinGate,GovernedTotal,MetricsWithinGate,MetricsTotal,WorstMetric,WorstAbsErrorPct,CalibrationStatus,CalibrationAccepted,RunDir
fair_prior_zhang,Fair prior - Zhang,1,zhang,1,disabled_fair_prior,128,300,40,validated,0.0738911120548813,0.381253823953183,0.0746957545702567,0.187017237070943,0.281780927191951,7,9,7,16,LVEF,132.455341632606,PHYSIOLOGICAL_BUT_POOR_FIT,0,D:\Kuliah\Skripsi\CollabHafizKeisya\unified_vsd\results\runs\20260906_002327_reyna_pre_surgery
