Parameter,ColumnNorm,Inactive,MaxAbsCorrelation,MostCorrelatedWith,Flagged
group.R_sys_scale,19.2020662147132,0,0.526153496342905,group.R_pul_scale,0
R.SVEN,12.7628616955847,0,0.544834169401927,group.R_pul_scale,0
group.R_pul_scale,24.2152989409417,0,0.544834169401927,R.SVEN,0
C.PAR,8.09920639559093,0,0.222546869237019,R.SVEN,0
E.RV.EB,8.97911590315168,0,0.266596033167264,R.SVEN,0
