chi2,n_obs,n_skipped,n_parameters,dof,chi2_per_obs,chi2_reduced,interpretation,dof_note,worst_metric,worst_z
38.7640167357332,11,0,5,6,3.52400152143029,6.46066945595553,underfit,sufficient_dof,LVESV,-4.12203333117698
