Metric,Parameter,ST_Initial,ST_Final,Delta_ST
CO_Lmin,C.SVEN,0.188476589759373,0.238094830213099,0.0496182404537267
CO_Lmin,R.SVEN,0.144949572120858,0.235598703004296,0.090649130883438
CO_Lmin,R.SC,0.444222337958392,0.215569045456225,-0.228653292502167
CO_Lmin,C.PVEN,0.0191484899425533,0.181257726385911,0.162109236443358
CO_Lmin,E.LV.EB,0.0357331534224907,0.0658948225329231,0.0301616691104324
CO_Lmin,E.LV.EA,0.0276998840944079,0.0474429379141749,0.019743053819767
CO_Lmin,E.RV.EB,0.0146875680349993,0.0194982902965155,0.00481072226151622
CO_Lmin,R.PCOX,0.0258450737221554,0.0160954041981148,-0.00974966952404068
CO_Lmin,R.PVEN,0.00926881178684444,0.0145786814215278,0.00530986963468338
CO_Lmin,C.SAR,0.100938482068722,0.0122906504904843,-0.0886478315782372
CO_Lmin,V0.LV,0.0051508724474793,0.00666727002086615,0.00151639757338686
CO_Lmin,E.RA.EA,0.00694618134616982,0.0062347201802499,-0.000711461165919927
CO_Lmin,R.SAR,0.00227834916567414,0.00288454999725501,0.000606200831580872
CO_Lmin,V0.RV,0.00407105774125619,0.00275239269279716,-0.00131866504845903
CO_Lmin,C.PAR,0.0432576666023675,0.00268884883072339,-0.0405688177716441
CO_Lmin,E.LA.EA,0.00606437092749358,0,-0.00606437092749358
CO_Lmin,V0.RA,0.00505528407236461,0,-0.00505528407236461
CO_Lmin,E.RV.EA,0.00402523895704758,0,-0.00402523895704758
CO_Lmin,vsd.Cd,0.000891431556096082,0,-0.000891431556096082
CO_Lmin,V0.LA,0.000693138446935447,0,-0.000693138446935447
CO_Lmin,R.PAR,0,0,0
LAP_mean,E.LV.EB,0.486514155819154,0.375301540704426,-0.111212615114728
LAP_mean,C.PVEN,0.0319205790032513,0.274185634704786,0.242265055701535
LAP_mean,C.SVEN,0.136888042766073,0.145407518098257,0.00851947533218422
LAP_mean,R.SVEN,0.0805586243007927,0.143650459889895,0.063091835589102
LAP_mean,E.LV.EA,0.0980410482668963,0.0399861079858144,-0.0580549402810818
LAP_mean,C.SAR,0.0375814000711466,0.0221793978817491,-0.0154020021893975
LAP_mean,C.PAR,0.0844463982631186,0.0102017962375457,-0.0742446020255729
LAP_mean,E.RV.EB,0.0077269575675718,0.00566284917431162,-0.00206410839326017
LAP_mean,E.RA.EA,0.00314113519825633,0.00544728723416954,0.00230615203591321
LAP_mean,R.PVEN,0.023987099638272,0.00521859366062452,-0.0187685059776474
LAP_mean,vsd.Cd,0.00350736554890717,0.003711848026361,0.000204482477453824
LAP_mean,E.LA.EA,0.00355849036649615,0.00192013102159321,-0.00163835934490294
LAP_mean,V0.LA,0.00152486869593458,0.0012674702496679,-0.000257398446266676
LAP_mean,R.PAR,0.00198222567552458,0.000834449300968053,-0.00114777637455653
LAP_mean,E.RV.EA,0,0.000194535659079419,0.000194535659079419
LAP_mean,V0.LV,0,0.000194535659079419,0.000194535659079419
LAP_mean,R.PCOX,0.0154437012002564,0,-0.0154437012002564
LAP_mean,V0.RA,0.00180632567632369,0,-0.00180632567632369
LAP_mean,R.SC,0.00096242132752842,0,-0.00096242132752842
LAP_mean,R.SAR,0.000220405550937744,0,-0.000220405550937744
LAP_mean,V0.RV,0,0,0
LVEDV,C.PVEN,0.0646411671008214,0.316976162307612,0.25233499520679
LVEDV,C.SVEN,0.18869389746156,0.206030428274102,0.0173365308125414
LVEDV,R.SVEN,0.113059380319016,0.183158323949707,0.0700989436306907
LVEDV,E.LV.EB,0.0842360861367012,0.130442031947264,0.0462059458105625
LVEDV,E.LV.EA,0.205502921000916,0.113410553517272,-0.0920923674836448
LVEDV,C.SAR,0.0651125693162605,0.0204611331423825,-0.044651436173878
LVEDV,R.PVEN,0.012803830255251,0.019813967828718,0.00701013757346692
LVEDV,vsd.Cd,0.0017460652121038,0.00976406602459167,0.00801800081248788
LVEDV,V0.LV,0.0963407030738887,0.00951153452966523,-0.0868291685442235
LVEDV,E.RA.EA,0.00400569377333728,0.00617426275736178,0.0021685689840245
LVEDV,E.LA.EA,0.0103031766891823,0.00445833391699737,-0.00584484277218488
LVEDV,R.SC,0.00828845388984329,0.00436171573968342,-0.00392673815015987
LVEDV,R.PCOX,0.0314074599581809,0.00355935002824811,-0.0278481099299328
