Parameter,ColumnNorm,Inactive,MaxAbsCorrelation,MostCorrelatedWith,Flagged
group.R_sys_scale,14.8178002219899,0,0.491518617416954,E.LV.EA,0
group.R_pul_scale,25.9829666503961,0,0.800945263585385,C.SAR,0
C.SAR,8.17783017185545,0,0.800945263585385,group.R_pul_scale,0
C.PAR,7.63565330352955,0,0.391234071145019,E.LV.EA,0
E.LV.EA,4.14262265478133,0,0.830450438095839,vsd.Cd,0
vsd.Cd,5.97131539713735,0,0.830450438095839,E.LV.EA,0
