Candidate,Qs_Lmin,Qp_Lmin,Qao_Lmin,LVCO_Lmin,Qvsd_Lmin,QpQs,QaoMinusQs_Lmin,SAP_mean,RAP_mean,MAPMinusRAP,SVR_from_Qs,SVR_from_Qao,SVR_from_LVCO,Q_from_model_SVR,Q_if_target_SVR,Clinical_Qp_Target_Lmin,LVCO_minus_Qp_Lmin,LVCO_minus_clinical_Qp_Lmin,CO_ErrorPct,Clinical_Qs_Target_Lmin,CO_TargetUncertainty_Lmin,CO_Comparator
baseline,2.65037061162432,3.25017212082546,2.65068502656497,3.15494446376377,0.599907082274199,1.22630854212255,0.000314414940655983,116.118035251656,4.71029978698826,111.407735464668,42.0347761841467,42.0297901667486,35.3121066770733,2.65037061162432,111407735464.668,4.087062,-0.0952276570616881,-0.932117536236227,-22.5717028447468,3.423,0.5,Qs_Lmin
scientific_candidate,3.33325718615319,3.82895677647542,3.33397769405,3.76677291753971,0.495703331253509,1.14871327432561,0.000720507896806666,75.4252731681595,5.25907034963512,70.1662028185243,21.0503417228062,21.0457925209718,18.6276699855732,3.33325718615319,70166202818.5243,4.087062,-0.0621838589357067,-0.320289082460291,-2.62175909572906,3.423,0.5,Qs_Lmin
accepted_candidate,3.33325718615319,3.82895677647542,3.33397769405,3.76677291753971,0.495703331253509,1.14871327432561,0.000720507896806666,75.4252731681595,5.25907034963512,70.1662028185243,21.0503417228062,21.0457925209718,18.6276699855732,3.33325718615319,70166202818.5243,4.087062,-0.0621838589357067,-0.320289082460291,-2.62175909572906,3.423,0.5,Qs_Lmin
