Metric,Parameter,ST_Initial,ST_Final,Delta_ST
QpQs,R.SVEN,0.0526014958260502,0.0998360743359329,0.0472345785098827
QpQs,vsd.Cd,0.0253792720046949,0.0710475665342412,0.0456682945295463
QpQs,C.SVEN,0.0844740356234465,0.0437022811425364,-0.0407717544809101
QpQs,R.PVEN,0.00700467043630067,0.038691116001684,0.0316864455653833
QpQs,E.LV.EB,0.0123750876684221,0.0301254060176942,0.0177503183492721
QpQs,C.SAR,0.104097559010581,0.0270152137506478,-0.0770823452599332
QpQs,E.RV.EB,0.0135308737911919,0.0155129744481236,0.00198210065693168
QpQs,E.RV.EA,0.000472131640730989,0.00706099203481465,0.00658886039408367
QpQs,R.PCOX,0.0183127347210423,0.00691695731344552,-0.0113957774075968
QpQs,V0.RA,0,0.00666191763863105,0.00666191763863105
QpQs,E.LV.EA,0,0.00618719791353406,0.00618719791353406
QpQs,V0.RV,0.015448052941611,0.00488491499201231,-0.0105631379495987
QpQs,C.PAR,0.0465763926641791,0.00336329858269268,-0.0432130940814864
QpQs,V0.LA,0,0.00310731272052026,0.00310731272052026
QpQs,E.LA.EA,0.00103234619463176,0.00300051953968858,0.00196817334505683
QpQs,R.PAR,0.00103234619463176,0.000320446226030355,-0.0007118999686014
QpQs,E.RA.EA,0,8.71205774308889e-05,8.71205774308889e-05
QpQs,R.SAR,0.0126829635305062,0,-0.0126829635305062
QpQs,V0.LV,0.00301329051225928,0,-0.00301329051225928
RAP_mean,E.RV.EB,0.328050821622533,0.268768550209375,-0.0592822714131582
RAP_mean,R.SVEN,0.168310557528139,0.259215220983308,0.0909046634551696
RAP_mean,C.SVEN,0.149816413227938,0.157999044098136,0.00818263087019833
RAP_mean,C.PVEN,0.0289785315826391,0.138385544291775,0.109407012709136
RAP_mean,R.SC,0.192848666643084,0.120613369553144,-0.0722352970899401
RAP_mean,E.LV.EB,0.00847148918839188,0.02321945329979,0.0147479641113981
RAP_mean,E.RV.EA,0.0397655576393903,0.0203582146985216,-0.0194073429408687
RAP_mean,E.LV.EA,0.0133496968794114,0.0191608605380547,0.00581116365864327
RAP_mean,C.SAR,0.0650083270298833,0.0116589823246338,-0.0533493447052496
RAP_mean,R.PCOX,0.00478625090070784,0.00987851082599272,0.00509225992528488
RAP_mean,C.PAR,0.0394982322388075,0.00639862106465279,-0.0330996111741547
RAP_mean,E.RA.EA,0.00880555057483687,0.00598933662222636,-0.00281621395261051
RAP_mean,R.SAR,0.00683563198297136,0.00577149725962949,-0.00106413472334186
RAP_mean,R.PVEN,0.0017763873062832,0.00555690162576728,0.00378051431948408
RAP_mean,V0.LV,0.000389410773068196,0.0036058550063333,0.00321644423326511
RAP_mean,V0.RV,0.000816403919778599,0.00320589230592586,0.00238948838614726
RAP_mean,vsd.Cd,0.00335643755030495,0.000858956345631999,-0.00249748120467295
RAP_mean,R.PAR,0.00216225649129946,0,-0.00216225649129946
RAP_mean,E.LA.EA,0.00185462231549397,0,-0.00185462231549397
RAP_mean,V0.LA,0.00142917729288606,0,-0.00142917729288606
RAP_mean,V0.RA,0.000360242600856574,0,-0.000360242600856574
RVEDV,R.SVEN,0.119715288618172,0.236710504848557,0.116995216230385
RVEDV,C.SVEN,0.22423472434398,0.236138366172522,0.0119036418285419
RVEDV,C.PVEN,0.0206294749731853,0.174085853150316,0.153456378177131
RVEDV,E.RV.EA,0.231450435820519,0.148743662390185,-0.0827067734303345
RVEDV,R.SC,0.160431274873528,0.134099725875537,-0.0263315489979902
RVEDV,V0.RV,0.094581438797634,0.0201859525329956,-0.0743954862646384
RVEDV,C.SAR,0.0772516338382781,0.0186885784726402,-0.0585630553656379
RVEDV,E.RV.EB,0.0119259537084617,0.0135947133928675,0.00166875968440586
RVEDV,E.LV.EA,0.00964078746751095,0.0133625988118782,0.00372181134436728
RVEDV,E.LV.EB,0.00372299386424178,0.0128371610129618,0.00911416714872005
RVEDV,R.PCOX,0.00685763883498328,0.0110379668945118,0.00418032805952855
RVEDV,C.PAR,0.0717186083048132,0.0107059867658859,-0.0610126215389272
RVEDV,R.PVEN,0.00158032614022165,0.00591870499054276,0.00433837885032111
RVEDV,E.RA.EA,0.00250608481889279,0.00321477038631428,0.000708685567421489
RVEDV,R.SAR,0.00236899871845644,0.00215638470085571,-0.000212614017600722
RVEDV,V0.LV,0.000179040338272853,0.00183023658225687,0.00165119624398402
RVEDV,V0.RA,0.00304256801649516,0.00129665468300361,-0.00174591333349155
RVEDV,vsd.Cd,0.00194632337274539,0.00101003758806656,-0.000936285784678832
RVEDV,V0.LA,0.000890157649226727,0,-0.000890157649226727
RVEDV,E.LA.EA,8.71889839493174e-05,0,-8.71889839493174e-05
RVEDV,R.PAR,0,0,0
RVEF,E.RV.EA,0.465571569177746,0.675400883681674,0.209829314503928
RVEF,V0.RV,0.237426079414773,0.0955573032371687,-0.141868776177605
RVEF,R.PCOX,0.0970079833328781,0.0875863643903239,-0.00942161894255421
RVEF,E.LV.EB,0.0209087890539556,0.0409310189244365,0.0200222298704808
RVEF,R.SC,0.0796839509566662,0.0315396037097764,-0.0481443472468898
RVEF,R.SVEN,0.0235077465525027,0.019267152020087,-0.00424059453241567
RVEF,C.SVEN,0.0278167361769488,0.0164604345957276,-0.0113563015812213
RVEF,C.PAR,0.00037064297047942,0.0124097885001761,0.0120391455296966
RVEF,R.PVEN,0.0196060887280329,0.0113852004024019,-0.00822088832563108
RVEF,E.LV.EA,0.0118669021880871,0.00882183482103004,-0.00304506736705703
RVEF,C.PVEN,0.0027614601910185,0.00310442166893921,0.000342961477920713
RVEF,R.PAR,0.00430365991093525,0.00294811134945276,-0.00135554856148249
RVEF,C.SAR,0.0216486957093293,0.00147931605789557,-0.0201693796514337
RVEF,E.RV.EB,0.00148662123356622,0.00115627409679687,-0.000330347136769348
RVEF,V0.LV,0.0018306175787391,0.0010654384033144,-0.000765179175424693
RVEF,E.LA.EA,0.00128193564660351,0.000836865072208072,-0.000445070574395437
