chi2,n_obs,n_skipped,n_parameters,dof,chi2_per_obs,chi2_reduced,interpretation,dof_note,worst_metric,worst_z
28.0597668623271,11,0,5,6,2.55088789657519,4.67662781038785,underfit,sufficient_dof,LVESV,-4.23232009208214
