Candidate,Qs_Lmin,Qp_Lmin,Qao_Lmin,LVCO_Lmin,Qvsd_Lmin,QpQs,QaoMinusQs_Lmin,SAP_mean,RAP_mean,MAPMinusRAP,SVR_from_Qs,SVR_from_Qao,SVR_from_LVCO,Q_from_model_SVR,Q_if_target_SVR,Clinical_Qp_Target_Lmin,LVCO_minus_Qp_Lmin,LVCO_minus_clinical_Qp_Lmin,CO_ErrorPct,Clinical_Qs_Target_Lmin,CO_TargetUncertainty_Lmin,CO_Comparator
baseline,2.92481254451935,2.92489429345367,2.92548877891277,2.93277273841979,1.64182774930394e-06,1.00002795014486,0.00067623439341169,69.6063967085506,5.89668464877519,63.7097120597754,21.782494122284,21.777459041717,21.7233716152527,2.92481254451935,63709712059.7754,2.286,0.00787844496612111,0.646772738419787,15.1501001779273,2.54,NaN,
scientific_candidate,2.56995410723472,2.56991084958806,2.57046657812404,2.57787212389294,1.65845873088315e-06,0.999983167930297,0.000512470889310723,75.4662152808644,4.70407820779389,70.7621370730705,27.5343971605823,27.5289076603026,27.4498243792675,2.56995410723472,70762137073.0705,2.286,0.00796127430488536,0.291872123892942,1.17929556042221,2.54,NaN,
accepted_candidate,2.56995410723472,2.56991084958806,2.57046657812404,2.57787212389294,1.65845873088315e-06,0.999983167930297,0.000512470889310723,75.4662152808644,4.70407820779389,70.7621370730705,27.5343971605823,27.5289076603026,27.4498243792675,2.56995410723472,70762137073.0705,2.286,0.00796127430488536,0.291872123892942,1.17929556042221,2.54,NaN,
